Station ID,Station Name,Latitude,Longitude,Elevation,County,Mesonet,First Data Date,Last Data Date,Status
,,,,,,,,,
AU455,N0WYE Oakland,37.79533,-122.27167,49,Alameda,APRSWXNET/CWOP,2012-06-20,2014-07-19,INACTIVE
,,,,,,,,,
AU481,KJ6HT Riverside,33.95033,-117.49283,876,Riverside,APRSWXNET/CWOP,2012-08-01,2021-01-11,ACTIVE
,,,,,,,,,
AU487,KI6TFI-WX Windsor,38.55917,-122.8155,197,Sonoma,APRSWXNET/CWOP,2012-08-15,2017-06-18,INACTIVE
,,,,,,,,,
AU491,WX6HNX-14 Mettler,35.05833,-119.08417,492,Kern,HNXWFO,2012-08-15,2021-01-11,ACTIVE
,,,,,,,,,
AU503,K6FW Chino,34.0095,-117.68483,719,San Bernardino,APRSWXNET/CWOP,2012-08-29,2021-01-11,ACTIVE
,,,,,,,,,
AU523,K6IXA-3 Buck Rock,36.7355,-118.85933,8432,Tulare,APRSWXNET/CWOP,2012-09-26,2021-01-11,ACTIVE
,,,,,,,,,
AU536,WX6HNX-15 Boron,35.00344,-117.65037,2451,Kern,APRSWXNET/CWOP,2012-10-31,2021-01-11,ACTIVE
,,,,,,,,,
AU552,W6PKT-WX Willits,39.3345,-123.2745,2912,Mendocino,APRSWXNET/CWOP,2012-12-05,2020-02-11,INACTIVE
,,,,,,,,,
AU558,K6ERS Mountain Center,33.60336,-116.61645,4580,Riverside,APRSWXNET/CWOP,2012-12-19,2013-04-21,INACTIVE
,,,,,,,,,
AU562,NR6G-5 Lamont,35.28899,-118.85656,515,Kern,HNXWFO,2012-12-28,2021-01-11,ACTIVE
,,,,,,,,,
AU563,NR6G-6 Cache Creek,35.11383,-118.23633,3622,Kern,APRSWXNET/CWOP,2012-12-26,2021-01-11,ACTIVE
,,,,,,,,,
AU588,N6NJ Garden Grove,33.78295,-117.91301,115,Orange,APRSWXNET/CWOP,2013-01-23,2021-01-11,ACTIVE
,,,,,,,,,
AU597,N6BOC Salton City,33.2955,-115.945,-154,Imperial,APRSWXNET/CWOP,2013-01-30,2019-11-14,INACTIVE
,,,,,,,,,
AU609,K6DKO Arroyo Grande,35.10291,-120.39708,835,San Luis Obispo,APRSWXNET/CWOP,2013-02-20,2021-01-11,ACTIVE
,,,,,,,,,
AU612,WB6PYK-1 Camarillo,34.24183,-118.92283,433,Ventura,APRSWXNET/CWOP,2013-02-27,2020-08-25,INACTIVE
,,,,,,,,,
AU642,NR6G-8 Allensworth,35.8612,-119.3854,213,Tulare,HNXWFO,2013-04-10,2021-01-11,ACTIVE
,,,,,,,,,
AU654,N6RMJ Lake Los Angeles,34.62533,-117.81,2657,Los Angeles,APRSWXNET/CWOP,2013-04-24,2019-02-03,INACTIVE
,,,,,,,,,
AU671,W6UI Grass Valley,39.12267,-121.0595,2356,Nevada,APRSWXNET/CWOP,2013-05-22,2014-08-01,INACTIVE
,,,,,,,,,
AU672,AD6QC Fairfax,37.983,-122.59467,167,Marin,APRSWXNET/CWOP,2013-05-22,2020-02-22,INACTIVE
,,,,,,,,,
AU699,W6TZI Coalinga,36.14867,-120.36667,682,Fresno,APRSWXNET/CWOP,2013-07-03,2021-01-11,ACTIVE
,,,,,,,,,
AU700,KB6KZD Coalinga,36.13533,-120.34967,682,Fresno,APRSWXNET/CWOP,2013-07-03,2013-11-13,INACTIVE
,,,,,,,,,
AU702,KG6SIB Descanso,32.907,-116.623,3329,San Diego,SGXWFO,2013-07-03,2021-01-11,ACTIVE
,,,,,,,,,
AU707,AU707 Running Springs,34.21667,-117.12287,6273,San Bernardino,SGXWFO,2013-07-17,2021-01-11,ACTIVE
,,,,,,,,,
AU709,AU709 Escondido,33.225,-117.11467,1542,San Diego,SGXWFO,2013-07-17,2021-01-11,ACTIVE
,,,,,,,,,
AU710,W6BWJ Gilroy,36.992,-121.59833,399,Santa Clara,APRSWXNET/CWOP,2013-07-17,2020-12-14,ACTIVE
,,,,,,,,,
AU715,KR6C Quartz Hill,34.65496,-118.22066,2467,Los Angeles,APRSWXNET/CWOP,2013-07-24,2021-01-11,ACTIVE
,,,,,,,,,
AU719,W6ACT Dublin,37.72098,-121.93232,361,Alameda,APRSWXNET/CWOP,2013-07-24,2021-01-11,ACTIVE
,,,,,,,,,
AU727,KD6FBF Woodland,38.67417,-121.79717,72,Yolo,APRSWXNET/CWOP,2013-08-09,2014-12-12,INACTIVE
,,,,,,,,,
AU735,AG6IF-11 Temecula,33.49617,-117.081,1268,Riverside,APRSWXNET/CWOP,2018-03-27,-,INACTIVE
,,,,,,,,,
AU741,KA6UPU-1 Lafayette,37.925,-122.0905,203,Contra Costa,APRSWXNET/CWOP,2013-09-11,2021-01-11,ACTIVE
,,,,,,,,,
AU756,N6RFF Covina,34.09167,-117.86117,689,Los Angeles,APRSWXNET/CWOP,2013-10-23,2021-01-11,ACTIVE
,,,,,,,,,
AU764,KD6O Fairfield,38.26317,-122.07433,52,Solano,APRSWXNET/CWOP,2013-10-30,2013-12-20,INACTIVE
,,,,,,,,,
AU767,NR6G-11 Gustine,37.262,-120.96568,75,Merced,HNXWFO,2013-10-30,2021-01-11,ACTIVE
,,,,,,,,,
AU816,K6BPM Santa Barbara,34.44267,-119.68217,728,Santa Barbara,APRSWXNET/CWOP,2014-01-29,2021-01-11,ACTIVE
,,,,,,,,,
AU824,W6DRZ Palomar Park,37.47781,-122.27388,440,San Mateo,APRSWXNET/CWOP,2014-02-12,2021-01-11,ACTIVE
,,,,,,,,,
AU836,AA6IW Los Altos Hills,37.36783,-122.16783,851,Santa Clara,APRSWXNET/CWOP,2014-03-05,2021-01-11,ACTIVE
,,,,,,,,,
AU868,N8QH-8 El Granada,37.50238,-122.48049,10,San Mateo,APRSWXNET/CWOP,2014-05-07,2014-12-14,INACTIVE
,,,,,,,,,
AU893,WB6EDK-1 Ramona,33.01383,-116.93967,1699,San Diego,APRSWXNET/CWOP,2014-07-07,2021-01-11,ACTIVE
,,,,,,,,,
AU899,KG6UIM Orange,33.7845,-117.84617,216,Orange,APRSWXNET/CWOP,2014-07-16,2018-01-09,INACTIVE
,,,,,,,,,
AU915,WB6TTB Tiburon,37.888,-122.45767,535,Marin,APRSWXNET/CWOP,2014-07-23,2021-01-11,ACTIVE
,,,,,,,,,
AU952,KC7O Sierra Madre,34.167,-118.05383,984,Los Angeles,APRSWXNET/CWOP,2014-10-10,2021-01-11,ACTIVE
,,,,,,,,,
AU958,KU6Z Brea,33.93617,-117.89083,459,Orange,APRSWXNET/CWOP,2014-10-22,2015-10-03,INACTIVE
,,,,,,,,,
AU962,w6zzy-2 Strawberry,38.78783,-120.165,5541,El Dorado,APRSWXNET/CWOP,2014-10-29,2021-01-04,ACTIVE
,,,,,,,,,
AU981,KJ6GEA San Mateo,37.53307,-122.29667,36,San Mateo,APRSWXNET/CWOP,2014-11-26,2021-01-11,ACTIVE
,,,,,,,,,
AU982,KB6Y Covina,34.10432,-117.85457,725,Los Angeles,APRSWXNET/CWOP,2014-12-03,2016-03-20,INACTIVE
,,,,,,,,,
AU997,AK6DX Clayton,37.955,-121.94117,436,Contra Costa,APRSWXNET/CWOP,2015-01-21,2016-02-16,INACTIVE
,,,,,,,,,
AV005,KI6URE Saratoga,37.23067,-122.0395,2290,Santa Clara,APRSWXNET/CWOP,2015-01-28,2021-01-11,ACTIVE
,,,,,,,,,
AV011,N6DBF Placentia,33.89383,-117.86283,344,Orange,APRSWXNET/CWOP,2015-02-04,2020-08-18,INACTIVE
,,,,,,,,,
AV022,NR6G-13 Grant Grove,36.73603,-118.96122,6572,Tulare,HNXWFO,2015-03-11,2021-01-11,ACTIVE
,,,,,,,,,
AV036,KK6GPV Bakersfield,35.405,-119.107,400,Kern,APRSWXNET/CWOP,2015-04-15,2015-06-10,INACTIVE
,,,,,,,,,
AV037,KB6VSE Garberville,40.07283,-123.7836,433,Humboldt,APRSWXNET/CWOP,2015-04-15,2021-01-11,ACTIVE
,,,,,,,,,
AV081,W6TZI-1 Coalinga,36.14167,-120.35983,682,Fresno,APRSWXNET/CWOP,2015-07-28,2016-12-16,INACTIVE
,,,,,,,,,
AV115,W6HYD Oak Hills,34.4,-117.4,3877,San Bernardino,APRSWXNET/CWOP,2015-11-26,2015-12-09,INACTIVE
,,,,,,,,,
AV123,KW0RCA Union City,37.59417,-122.00217,147,Alameda,APRSWXNET/CWOP,2015-12-14,2020-05-01,INACTIVE
,,,,,,,,,
AV151,W6VN Los Gatos,37.2,-122.067,2680,Santa Cruz,APRSWXNET/CWOP,2016-02-23,2021-01-11,ACTIVE
,,,,,,,,,
AV174,K6SIA-10 Gilroy,36.98733,-121.57733,242,Santa Clara,APRSWXNET/CWOP,2016-06-25,2017-08-31,INACTIVE
,,,,,,,,,
AV176,NR6G-12 Delilah Lookout,36.80417,-119.1175,5157,Fresno,HNXWFO,2016-06-08,2021-01-11,ACTIVE
,,,,,,,,,
AV185,K6MLE Placerville,38.72617,-120.7405,2198,El Dorado,APRSWXNET/CWOP,2016-07-14,2021-01-11,ACTIVE
,,,,,,,,,
AV201,AJ6B Laguna Hills,33.588,-117.70967,295,Orange,APRSWXNET/CWOP,2016-08-31,2021-01-11,ACTIVE
,,,,,,,,,
AV203,KC6SST Oakland,37.84283,-122.2675,118,Alameda,APRSWXNET/CWOP,2016-09-07,2021-01-11,ACTIVE
,,,,,,,,,
AV218,K6HN Pacifica,37.58867,-122.48283,446,San Mateo,APRSWXNET/CWOP,2016-11-15,2021-01-11,ACTIVE
,,,,,,,,,
AV238,KN0RDC-15 Pine Mountain Club,34.81333,-119.12667,8399,Kern,APRSWXNET/CWOP,2017-01-10,2021-01-11,ACTIVE
,,,,,,,,,
AV241,KI6WLB San Marcos,33.123,-117.20633,511,San Diego,APRSWXNET/CWOP,2017-01-10,2018-06-20,INACTIVE
,,,,,,,,,
AV249,W6LLL-15 Tracy,37.65183,-121.53417,1499,San Joaquin,APRSWXNET/CWOP,2017-01-19,2021-01-11,ACTIVE
,,,,,,,,,
AV268,KQ6DI-1 Groveland,37.86737,-119.8692,4540,Tuolumne,APRSWXNET/CWOP,2017-03-13,2021-01-11,ACTIVE
,,,,,,,,,
AV271,NB0X-13 El Cajon,32.78554,-116.92152,534,San Diego,APRSWXNET/CWOP,2017-03-22,2019-09-16,INACTIVE
,,,,,,,,,
AV272,W6EZE-13 Moss Beach,37.51667,-122.51167,144,San Mateo,APRSWXNET/CWOP,2017-03-22,2018-08-12,INACTIVE
,,,,,,,,,
AV295,GAPWX South Lake Tahoe,39.0075,-120.3125,6272,El Dorado,APRSWXNET/CWOP,2017-05-17,2021-01-11,ACTIVE
,,,,,,,,,
AV342,NR6G-2 Camp Four Ridge,36.16467,-118.69467,4081,Tulare,HNXWFO,2017-11-21,2021-01-11,ACTIVE
,,,,,,,,,
AV354,W6CDO Belmont,37.532,-122.26783,16,San Mateo,APRSWXNET/CWOP,2018-01-10,2021-01-11,ACTIVE
,,,,,,,,,
AV356,W6DSR Yorkville,38.94967,-123.29133,2340,Mendocino,APRSWXNET/CWOP,2018-01-11,2021-01-11,ACTIVE
,,,,,,,,,
AV359,KK6GPV-13 Shafter,35.35176,-119.15585,363,Kern,APRSWXNET/CWOP,2018-01-24,2018-06-12,INACTIVE
,,,,,,,,,
AV361,AD5RX Sacramento,38.57383,-121.45917,24,Sacramento,APRSWXNET/CWOP,2018-01-24,2019-01-10,INACTIVE
,,,,,,,,,
AV369,KJ6HNP Grass Valley,39.15717,-121.0875,2091,Nevada,APRSWXNET/CWOP,2018-01-31,2021-01-11,ACTIVE
,,,,,,,,,
AV377,KC6OYN Santa Barbara,34.49467,-119.71317,3970,Santa Barbara,APRSWXNET/CWOP,2018-02-22,2021-01-11,ACTIVE
,,,,,,,,,
AV411,KB6LA Los Angeles,34.0505,-118.468,305,Los Angeles,APRSWXNET/CWOP,2018-06-01,2021-01-11,ACTIVE
,,,,,,,,,
AV447,W6BA Paxton Hill,34.15365,-116.38907,3756,San Bernardino,APRSWXNET/CWOP,2018-09-14,2021-01-11,ACTIVE
,,,,,,,,,
AV449,K6CYC Marina del Rey,33.983,-118.4455,19,Los Angeles,APRSWXNET/CWOP,2018-09-26,2021-01-11,ACTIVE
,,,,,,,,,
AV480,KQ6UP Grand Terrace,34.021,-117.314,1078,San Bernardino,APRSWXNET/CWOP,2020-04-28,2021-01-11,ACTIVE
,,,,,,,,,
AV504,WA7JAY Nevada City,39.22633,-120.99967,3126,Nevada,APRSWXNET/CWOP,2019-04-20,2021-01-11,ACTIVE
,,,,,,,,,
AV510,KF6CDD-1 Redwood City,37.4515,-122.22167,72,San Mateo,APRSWXNET/CWOP,2019-04-17,2021-01-11,ACTIVE
,,,,,,,,,
AV536,KE6RLG Malibu,34.0095,-118.802,137,Los Angeles,APRSWXNET/CWOP,2019-07-12,2021-01-11,ACTIVE
,,,,,,,,,
AV546,KN6DHD Elk Grove,38.40967,-121.34583,55,Sacramento,APRSWXNET/CWOP,2019-08-20,2021-01-11,ACTIVE
,,,,,,,,,
AV552,NR6G-15 Whiskey Ridge,37.2605,-119.41617,6368,Madera,HNXWFO,2019-08-28,2020-12-24,ACTIVE
,,,,,,,,,
AV557,KD6KFV Seascape,36.9485,-121.86967,150,Santa Cruz,APRSWXNET/CWOP,2019-09-18,2021-01-11,ACTIVE
,,,,,,,,,
AV647,W6FL Riverside,33.905,-117.34717,1541,Riverside,APRSWXNET/CWOP,2020-06-01,2021-01-11,ACTIVE
,,,,,,,,,
AV650,KN6KS Quartz Hill,34.65483,-118.247,2470,Los Angeles,APRSWXNET/CWOP,2020-06-03,2021-01-11,ACTIVE
,,,,,,,,,
AV657,KD6KXR-9 Morgan Hill,37.14917,-121.60083,892,Santa Clara,APRSWXNET/CWOP,2020-06-30,2020-07-03,INACTIVE
,,,,,,,,,
AV668,K6LOT-13 Hollywood,34.108,-118.335,564,Los Angeles,APRSWXNET/CWOP,2020-07-21,2021-01-11,ACTIVE
,,,,,,,,,
AV684,AE6DC-5 Pacifica,37.63133,-122.49367,0,San Mateo,APRSWXNET/CWOP,2020-10-09,2021-01-11,ACTIVE
,,,,,,,,,
AV688,KG5SWO Angels Camp,38.06383,-120.65317,1427,Calaveras,APRSWXNET/CWOP,2020-09-28,2021-01-11,ACTIVE
,,,,,,,,,
AV698,KD7ECD Livermore,37.661,-121.6955,715,Alameda,APRSWXNET/CWOP,2020-10-28,2021-01-11,ACTIVE
,,,,,,,,,
AV719,KN6ETB-1 Elmira,38.35083,-121.90783,68,Solano,APRSWXNET/CWOP,2020-12-09,2021-01-11,ACTIVE
,,,,,,,,,
AV724,K9JM Grass Valley,39.11333,-121.05217,2299,Nevada,APRSWXNET/CWOP,2020-12-28,2021-01-11,ACTIVE
,,,,,,,,,
AVKC1,AVEK,34.5392,-117.923,2800,Los Angeles,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
AVOSD,Avocado,33.39255,-117.25465,657,San Diego,SDGE,2011-07-13,2021-01-11,ACTIVE
,,,,,,,,,
AVYSD,Anderson Valley,32.86468,-116.74797,2667,San Diego,SDGE,2015-07-29,2021-01-11,ACTIVE
,,,,,,,,,
AWSC1,WASCO 5SW,35.5439,-119.4092,275,Kern,HNXWFO,2005-06-09,2013-06-21,INACTIVE
,,,,,,,,,
AYDC1,ALAMITOS YARD,33.7789,-118.10639,12,Los Angeles,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
AZC1J,Joshua Tree 1 - Eureka Peak,34.03052,-116.347,5480,Riverside,AZ-CLIMATE,2020-07-31,2021-01-11,ACTIVE
,,,,,,,,,
BAAC1,BALLONA CK AT SAWTELL,33.99861,-118.40139,38,Los Angeles,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
BABC1,BACKBONE,40.889286,-123.142514,4609,Trinity,RAWS,2001-06-26,2021-01-11,ACTIVE
,,,,,,,,,
BACC1,BATES CREEK,37.02083,-121.93028,440,Santa Cruz,CNRFC,2018-04-20,2021-01-11,ACTIVE
,,,,,,,,,
BADC1,Camp Roberts,35.7944,-120.754,748,Monterey,MTRWFO,2008-10-08,2014-12-13,INACTIVE
,,,,,,,,,
BAFC1,BAKERSFIELD KERN,35.4186,-119.0508,442,Kern,CA HYDRO,2010-05-30,2021-01-11,ACTIVE
,,,,,,,,,
BAHC1,BELL AIR HOTEL,34.08639,-118.44556,540,Los Angeles,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
BAJC1,BARRETT,32.6675,-116.699444,2395,San Diego,RAWS,2009-10-08,2021-01-11,ACTIVE
,,,,,,,,,
BAM11,BAMI11,36.93,-121.8,157,Santa Cruz,BAMI,2000-05-07,2003-02-06,INACTIVE
,,,,,,,,,
BAMC1,BALD MTN,35.16028,-120.28472,1500,San Luis Obispo,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
BAMI2,BAMI2,36.69,-121.76,167,Monterey,BAMI,2000-05-07,2003-02-06,INACTIVE
,,,,,,,,,
BAMI5,BAMI5,40.52,-122.3,505,Shasta,BAMI,2000-05-07,-,INACTIVE
,,,,,,,,,
BAPC1,BYRON AIRPORT,37.83056,-121.6225,43,Contra Costa,CNRFC,2018-05-12,2021-01-11,ACTIVE
,,,,,,,,,
BASC1,CRANE VALLEY (PGE),37.28333,-119.53333,3442,Madera,CNRFC,2001-06-21,2008-04-21,INACTIVE
,,,,,,,,,
BATC1,BATES RIDGE,34.92361,-119.91667,4488,Santa Barbara,CNRFC,2018-04-20,2021-01-11,ACTIVE
,,,,,,,,,
BAXC1,Los Angeles Badger Avenue Bridge,33.7663,-118.24,16,Los Angeles,NOS-PORTS,2008-02-13,2021-01-08,ACTIVE
,,,,,,,,,
BAZC1,CABAZON,33.931833,-116.805278,2155,Riverside,RAWS,2001-04-03,2021-01-11,ACTIVE
,,,,,,,,,
BBBC1,BIG BEAR RANGER STATION NEAR BIG BEAR CITY 3W,34.28278,-116.90139,7930,San Bernardino,HADS,2013-03-16,2021-01-11,ACTIVE
,,,,,,,,,
BBEC1,BARNABY,38.028056,-122.702222,810,Marin,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
BBLC1,BIG BEAR LAKE SAN BERNARDINO,34.2442,-116.9039,6782,San Bernardino,CA HYDRO,2010-05-27,2021-01-09,ACTIVE
,,,,,,,,,
BBLCA,BLACK BUTTE LAKE CA,39.81,-122.37,525,Tehama,MAP,2014-03-20,2020-03-18,INACTIVE
,,,,,,,,,
BBNC1,BLUE RIDGE,40.9,-123.16,3999,Trinity,RAWS,2000-10-05,-,INACTIVE
,,,,,,,,,
BBY4,Bodega Bay,38.32,-123.07,50,Sonoma,GPSMET,2005-09-26,2005-09-28,INACTIVE
,,,,,,,,,
BBYC1,USCRN SITE NEAR BODEGA BAY 6WSW,38.32083,-123.07472,32,Sonoma,CRN,2013-03-16,2021-01-11,ACTIVE
,,,,,,,,,
BCBC1,BLACKCAP BASIN NEAR BISHOP 29SW,37.06667,-118.77,10299,Fresno,HADS,2001-06-29,2021-01-11,ACTIVE
,,,,,,,,,
BCCC1,BLACK CREEK NEAR COPPEROPOLIS 2SE,37.96111,-120.61417,746,Calaveras,HADS,2007-03-22,2009-06-03,INACTIVE
,,,,,,,,,
BCHC1,BEACH MEADOWS NEAR OLANCHA 20SW (BCH),36.12639,-118.30889,8028,Tulare,HADS,2001-06-21,2021-01-11,ACTIVE
,,,,,,,,,
BCJC1,SAINT HELENA CA,38.55,-122.49,443,Napa,MAP,2014-08-26,2021-01-11,ACTIVE
,,,,,,,,,
BCKC1,BEAR CK - BEAR RES,37.36694,-120.21694,319,Mariposa,CNRFC,2018-05-10,2021-01-11,ACTIVE
,,,,,,,,,
BCNC1,BURNS CANYON,34.208417,-116.621611,6284,San Bernardino,RAWS,1999-10-13,2021-01-11,ACTIVE
,,,,,,,,,
BCOC1,BLACK CONE,36.24,-121.60139,4662,Monterey,CNRFC,2008-10-08,2021-01-11,ACTIVE
,,,,,,,,,
BCSC1,BOCA NEVADA,39.3831,-120.0994,5674,Nevada,CA HYDRO,2010-05-27,2021-01-08,ACTIVE
,,,,,,,,,
BCXC1,Santa Barbara City College,34.40527,-119.69583,65,Santa Barbara,LOXWFO,2013-10-31,2015-05-13,INACTIVE
,,,,,,,,,
BCYC1,BLUE CANYON NEAR EMIGRANT GAP 2SW (BLC),39.27611,-120.70806,5278,Placer,HADS,2006-12-16,2021-01-11,ACTIVE
,,,,,,,,,
BDAC1,BREA DAM AT FULLERTON,33.89056,-117.92389,282,Orange,HADS,2013-03-16,2021-01-11,ACTIVE
,,,,,,,,,
BDDC1,BIG DALTON DAM,34.17028,-117.80972,1587,Los Angeles,CNRFC,2018-04-19,2021-01-02,ACTIVE
,,,,,,,,,
BDMC1,BALD MTN LOC,38.904167,-120.705222,4613,El Dorado,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
BDOC1,BLUE DOOR,41.054083,-120.337528,5927,Lassen,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
BDWC1,BIG DALTON RIVER AT MERCED NEAR MONRIVIA 2E,34.15806,-117.96306,1152,Los Angeles,HADS,2014-09-13,2021-01-11,ACTIVE
,,,,,,,,,
BDYC1,BRANDY CREEK NEAR SHASTA 4WNW,40.61694,-122.56694,1300,Shasta,HADS,2001-06-21,2021-01-11,ACTIVE
,,,,,,,,,
BDZC1,BODEGA MARINE RESERVE NEAR BODEGA BAY 1SSW,38.31389,-123.06028,13,Sonoma,HADS,2016-02-09,2021-01-11,ACTIVE
,,,,,,,,,
BEAC1,NEWBURY PARK FS,34.18638,-118.92944,640,Ventura,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
BEBC1,BEAR CREEK BELOW BEAR DAM NEAR PLANADA 7NE,37.35806,-120.23528,347,Merced,HADS,2013-03-16,2021-01-11,ACTIVE
,,,,,,,,,
BECC1,CANOGA PARK,34.19444,-118.65639,895,Los Angeles,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
BEDC1,BREA CREEK AT DALE ST NEAR BUENA PARK 2NNE,33.8775,-117.98972,82,Orange,HADS,2013-05-22,2021-01-11,ACTIVE
,,,,,,,,,
BELC1,MORRISON CK - FLORIN (BEACH LAKE PT),38.43889,-121.49861,20,Sacramento,CNRFC,2018-04-20,2021-01-11,ACTIVE
,,,,,,,,,
BENC1,BEN BOLT,38.590836,-120.933622,905,El Dorado,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
BETC1,BENTON,37.843333,-118.478528,5450,Mono,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
BEUC1,BEAUMONT 4NNE,33.97611,-116.94889,3026,Riverside,HADS,2013-10-26,2021-01-11,ACTIVE
,,,,,,,,,
BEVC1,BEAR VALLEY,35.139722,-118.625,4995,Kern,RAWS,1999-12-02,2009-01-10,INACTIVE
,,,,,,,,,
BFDSD,Border Field,32.54197,-117.09673,328,San Diego,SDGE,2015-05-06,2021-01-11,ACTIVE
,,,,,,,,,
BFFC1,BELLFLOWER FS 115,33.8849,-118.1066,79,Los Angeles,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
BFLC1,BIG FLAT NEAR TRINITY CENTER 14WNW (BFL),41.085,-122.94333,5100,Trinity,HADS,2001-06-21,2021-01-11,ACTIVE
,,,,,,,,,
BFPC1,BAKERSFIELD PORT #2,36.317,-120.645917,4850,Fresno,RAWS,2005-05-04,2013-02-19,INACTIVE
,,,,,,,,,
BFRC1,BETHEL ISLAND FIRE STATION,38.01528,-121.64,20,Contra Costa,CNRFC,2018-05-12,2021-01-11,ACTIVE
,,,,,,,,,
BFSC1,BUELLTON FIRE STATION,34.613,-120.1966,360,Santa Barbara,CNRFC,2018-04-20,2021-01-11,ACTIVE
,,,,,,,,,
BFXC1,Santa Barbara,34.41957,-119.7029,20,Santa Barbara,LOXWFO,2019-06-23,2021-01-11,ACTIVE
,,,,,,,,,
BGAC1,BODEGA BAY,38.31333,-123.05,24,Sonoma,HADS,2013-03-16,2021-01-11,ACTIVE
,,,,,,,,,
BGBC1,BIG BAR,40.742164,-123.249178,1722,Trinity,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
BGDC1,BODEGA BAY CA,38.32,-123.07,49,Sonoma,MAP,2014-03-20,2021-01-11,ACTIVE
,,,,,,,,,
BGOC1,BORREGO SPRINGS,33.22111,-116.33694,500,San Diego,CNRFC,2018-04-20,2021-01-11,ACTIVE
,,,,,,,,,
BGPC1,BIG PINE CREEK NEAR BIG PINE 11WSW (BGP),37.12833,-118.475,9646,Inyo,HADS,2006-12-16,2020-11-24,INACTIVE
,,,,,,,,,
BGSC1,RANCHO SIERRA VISTA - BIG SYCAMORE CYN,34.14654,-118.96517,885,Ventura,CNRFC,2018-04-19,2021-01-11,ACTIVE
,,,,,,,,,
BGVC1,BRIDGEVILLE 1NE (BGV),40.47833,-123.78667,892,Humboldt,HADS,2007-03-23,2021-01-11,ACTIVE
,,,,,,,,,
BH1WW,Borden Hills,38.29341,-121.10624,75,Sacramento,WWG-LLWC,2017-08-12,2021-01-11,ACTIVE
,,,,,,,,,
BHCC1,BRANCH CENTER,38.54694,-121.33778,75,Sacramento,CNRFC,2001-06-21,2021-01-11,ACTIVE
,,,,,,,,,
BHNC1,CHOWCHILLA - BUCHANAN DAM,37.21333,-119.97,450,Madera,CNRFC,2018-05-10,2021-01-11,ACTIVE
,,,,,,,,,
BHTC1,BRUSH MOUNTAIN,40.913933,-123.668781,3941,Humboldt,RAWS,2010-01-01,2021-01-11,ACTIVE
,,,,,,,,,
BIAJ2,BIA_PROJ_RAWS,38.9678,-120.1,6942,El Dorado,RAWS,1999-08-06,2009-10-16,INACTIVE
,,,,,,,,,
BIEC1,SAN JOSE 28NE BIEL RANCH,37.46722,-121.53,3398,Santa Clara,CNRFC,2018-04-20,2021-01-10,ACTIVE
,,,,,,,,,
BIIC1,BIG HILL,41.097472,-123.635889,3570,Humboldt,RAWS,2001-08-07,2021-01-11,ACTIVE
,,,,,,,,,
BIJC1,BIRD SPRINGS PASS,35.535861,-118.140333,6360,Kern,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
BIMC1,BIG MEADOWS NEAR WILSONIA 7E (BIM),36.71694,-118.84167,7599,Tulare,HADS,2001-06-21,2021-01-11,ACTIVE
,,,,,,,,,
BINC1,BIG BASIN STATE PARK,37.18361,-122.20417,1354,Santa Cruz,MTRWFO,2020-11-27,2021-01-11,ACTIVE
,,,,,,,,,
BJPC1,BYRON JACKSON PUMPS NEAR ROBBINS 3W,38.86972,-121.75278,35,Yolo,HADS,2007-03-23,2010-09-10,INACTIVE
,,,,,,,,,
BKGC1,BRECKENRIDGE,35.453625,-118.595186,7485,Kern,RAWS,2004-06-07,2021-01-11,ACTIVE
,,,,,,,,,
BKLC1,BUCKS LAKE NEAR QUINCY 14WSW (BKL),39.89722,-121.20278,5180,Plumas,HADS,2007-03-23,2021-01-11,ACTIVE
,,,,,,,,,
BKMC1,BLACKS MOUNTAIN #1 NEAR HALLS FLAT 4NE (BLM),40.75,-121.18,6008,Lassen,HADS,2013-03-16,2021-01-11,ACTIVE
,,,,,,,,,
BKOC1,BLACKS MOUNTAIN,40.724567,-121.178953,5725,Lassen,RAWS,2011-12-07,2021-01-11,ACTIVE
,,,,,,,,,
BKR1,Bakersfield,35.13,-119.11,298,Kern,GPSMET,2005-09-26,2006-04-17,INACTIVE
,,,,,,,,,
BKRC1,BLACKROCK,36.093453,-118.261081,8114,Tulare,RAWS,2001-04-03,2021-01-11,ACTIVE
,,,,,,,,,
