Station ID,Station Name,Latitude,Longitude,Elevation,County,Mesonet,First Data Date,Last Data Date,Status
0183P,Benbow - CA,40.07279,-123.78326,476,Humboldt,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0184P,Orchard Avenue,38.09581,-122.21546,138,Solano,PURPLEAIR,2019-10-22,2020-10-24,INACTIVE
,,,,,,,,,
0185P,Benicia Rankin,38.06079,-122.14946,180,Solano,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0186P,North Torrance,33.87221,-118.34109,85,Los Angeles,PURPLEAIR,2019-10-22,2020-12-30,ACTIVE
,,,,,,,,,
0187P,Columbus Parkway,38.13427,-122.19783,377,Solano,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0188P,San Anselmo,37.97438,-122.55099,164,Marin,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0189P,Orland,39.7448,-122.18415,253,Glenn,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
018PG,Peninsula Fire Lane Tower,37.33053,-122.21434,2389,San Mateo,PGE,2020-11-08,2021-01-11,ACTIVE
,,,,,,,,,
018SE,SCE Security Ave,34.02688,-117.35925,840,San Bernardino,SC-EDISON,2020-09-17,2021-01-11,ACTIVE
,,,,,,,,,
0190P,MARINCC,38.25979,-122.63819,36,Sonoma,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0191P,River Park,38.57925,-121.43807,33,Sacramento,PURPLEAIR,2019-10-22,2020-12-26,ACTIVE
,,,,,,,,,
0192P,Mooney Ridge,38.74,-121.15516,532,Placer,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0193P,El Dorado Hills,38.67242,-121.09101,984,El Dorado,PURPLEAIR,2019-10-22,2020-12-02,INACTIVE
,,,,,,,,,
0194P,Blackhawk,37.82194,-121.92272,751,Contra Costa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0195P,Golden Gate Heights,37.75213,-122.46557,551,San Francisco,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0196P,Westwood Park - San Fran. - CA,37.72848,-122.45877,361,San Francisco,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0197P,Whispering Pines Scotts Valley,37.03969,-122.02973,577,Santa Cruz,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0198P,Sky ranch lane,38.45988,-122.04019,643,Solano,PURPLEAIR,2019-10-22,2020-08-19,INACTIVE
,,,,,,,,,
0199P,Baby MacBean,38.07453,-122.17372,361,Solano,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
019PG,Pine Canyon Road,36.15127,-121.19258,635,Monterey,PGE,2020-08-24,2021-01-11,ACTIVE
,,,,,,,,,
019SE,SCE N Campus Ave,34.13843,-117.64317,1703,San Bernardino,SC-EDISON,2020-09-17,2021-01-11,ACTIVE
,,,,,,,,,
0200P,Topsail,38.07422,-122.20022,207,Solano,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0201P,Eagle Hill,37.47291,-122.2496,59,San Mateo,PURPLEAIR,2019-10-22,2020-11-23,INACTIVE
,,,,,,,,,
0202P,South Beach,37.78897,-122.39139,43,San Francisco,PURPLEAIR,2019-10-22,2020-07-27,INACTIVE
,,,,,,,,,
0203P,Miraloma / Glen Park,37.73438,-122.44402,443,San Francisco,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0204P,Quail Hollow Rd.,37.08376,-122.06868,584,Santa Cruz,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0205P,USCEHC El Paso Dr.,34.11759,-118.21734,591,Los Angeles,PURPLEAIR,2019-10-22,2020-08-27,INACTIVE
,,,,,,,,,
0206P,USCEHC Fair Oaks,34.10724,-118.15044,617,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0207P,Oneida Dr.,37.23458,-121.8325,161,Santa Clara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0208P,Tasca di Stelle,38.76618,-122.8939,1604,Sonoma,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0209P,Gateway School,36.95549,-122.0269,46,Santa Cruz,PURPLEAIR,2019-10-22,2019-11-04,INACTIVE
,,,,,,,,,
020PG,Robles Ave,38.39464,-122.7134,111,Sonoma,PGE,2020-09-27,2021-01-11,ACTIVE
,,,,,,,,,
020SE,SCE Aqueduct Rd,34.33274,-117.30618,3205,San Bernardino,SC-EDISON,2020-09-17,2021-01-11,ACTIVE
,,,,,,,,,
0210P,Palmia Park,37.24097,-121.80977,180,Santa Clara,PURPLEAIR,2019-10-22,2020-08-19,INACTIVE
,,,,,,,,,
0211P,17th Ave,37.78119,-122.47653,161,San Francisco,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0212P,Almaden Valley,37.23642,-121.88754,233,Santa Clara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0213P,North_Glendale,34.20454,-118.22038,1280,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0214P,352 Saint Augustine Drive - Chico - CA 95928,39.73202,-121.77647,302,Butte,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0215P,Rodeo2,38.01688,-122.27796,20,Contra Costa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0216P,Rodeo-1,38.03187,-122.26453,39,Contra Costa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0217P,331 Conejo Road - Santa Barbara -CA,34.44504,-119.67821,404,Santa Barbara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0218P,Saratoga Scotland near Glasgow Rd,37.2747,-122.0229,364,Santa Clara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0219P,Gavilan Hills CA,33.78275,-117.35882,2169,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
021PG,Winters,38.51908,-122.03184,361,Yolo,PGE,2020-08-28,2021-01-11,ACTIVE
,,,,,,,,,
021SE,SCE Placentia Ave,33.82269,-117.2527,1581,Riverside,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0220P,Ashby,38.75846,-121.20257,308,Placer,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0221P,Orinda,37.90827,-122.19351,669,Contra Costa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0222P,Santa Cruz High School,36.96854,-122.03402,56,Santa Cruz,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0223P,The Mission: Clean Air is Hip,37.75407,-122.41187,52,San Francisco,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0224P,Orinda,37.84627,-122.15729,604,Contra Costa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0225P,Niks House of Ill Repute,38.30041,-122.0245,141,Solano,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0226P,East Altadena,34.17797,-118.09933,1040,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0227P,Point Fermin,33.70755,-118.29108,151,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0228P,Terrace View - Fairlawn & Columbia Circle - Berkeley Ca.,37.88545,-122.25068,1122,Alameda,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0229P,SchnauzerLogic Studios,37.24882,-121.95027,292,Santa Clara,PURPLEAIR,2019-10-24,2021-01-11,ACTIVE
,,,,,,,,,
022PG,Long Barn,38.13141,-120.11951,5300,Tuolumne,PGE,2020-09-06,2021-01-11,ACTIVE
,,,,,,,,,
022SE,SCE Agua Dulce Canyon Rd,34.48913,-118.32595,2484,Los Angeles,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0230P,Tahoe Swiss Village,39.09882,-120.16793,6440,Placer,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0231P,Pacific Union College,38.57168,-122.43616,1821,Napa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0232P,POLK GULCH,37.7906,-122.42049,184,San Francisco,PURPLEAIR,2019-10-22,2020-10-01,INACTIVE
,,,,,,,,,
0233P,North Berkeley,37.87517,-122.27071,217,Alameda,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0234P,San Luis Obispo - Meadow Street,35.26587,-120.65855,220,San Luis Obispo,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0235P,Solar Vic's Air Quality Monitor,34.16351,-118.05544,906,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0236P,Van Ness Extension,36.8113,-119.83875,331,Fresno,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0237P,Marineland Outdoor,33.86551,-118.39616,66,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0238P,Alum Rock (Pala Ave),37.3668,-121.83837,135,Santa Clara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0239P,Pavion Park - Mission Viejo - CA,33.61385,-117.63171,764,Orange,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
023PG,Paris Valley Road,36.04868,-121.00329,627,Monterey,PGE,2020-08-24,2021-01-11,ACTIVE
,,,,,,,,,
023SE,SCE W County Rd,33.9423,-117.63299,558,San Bernardino,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0240P,Stevens Canyon,37.28064,-122.11939,1145,Santa Clara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0241P,Monta Vista South Lindy Ln,37.30353,-122.06197,692,Santa Clara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0242P,Alexander_Ave,37.45772,-122.22478,52,San Mateo,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0243P,College Canyon Outside,34.60934,-120.13475,571,Santa Barbara,PURPLEAIR,2019-10-22,2020-05-20,INACTIVE
,,,,,,,,,
0244P,Concord,37.96903,-122.01588,115,Contra Costa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0245P,SCSH_22,33.95352,-117.30975,1512,Riverside,PURPLEAIR,2019-10-22,2020-12-27,ACTIVE
,,,,,,,,,
0246P,SCAP_35,34.06642,-118.1097,371,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0247P,SCSH_08,33.95062,-117.3093,1555,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0248P,SCAP_31,34.05452,-118.15437,574,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0249P,SCSH_25,33.95314,-117.30934,1522,Riverside,PURPLEAIR,2019-10-22,2020-07-26,INACTIVE
,,,,,,,,,
024PG,Dessie Drive,39.06731,-122.9721,1722,Lake,PGE,2020-09-28,2021-01-11,ACTIVE
,,,,,,,,,
024SE,SCE Thornton Ave,33.72608,-116.95858,1617,Riverside,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0250P,SCSH_19,33.9419,-117.31024,1624,Riverside,PURPLEAIR,2019-10-22,2020-01-30,INACTIVE
,,,,,,,,,
0251P,SCAP_34,34.04799,-118.14151,459,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0252P,SCAP_41,34.06052,-118.1534,518,Los Angeles,PURPLEAIR,2019-10-22,2019-10-28,INACTIVE
,,,,,,,,,
0253P,SCSH_30,33.94262,-117.30406,1558,Riverside,PURPLEAIR,2019-10-22,2020-05-24,INACTIVE
,,,,,,,,,
0254P,SCAP_36,34.10354,-118.10301,463,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0255P,SCSH_14,33.94929,-117.30566,1535,Riverside,PURPLEAIR,2019-10-22,2019-12-22,INACTIVE
,,,,,,,,,
0256P,SCSH_12,33.94623,-117.30939,1627,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0257P,SCSH_01,33.94189,-117.3111,1631,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0258P,SCAP_28,34.06887,-118.15862,430,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0259P,SCSH_07,33.94309,-117.30827,1591,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
025PG,Grove Street,38.30431,-122.5498,1238,Sonoma,PGE,2020-10-11,2021-01-11,ACTIVE
,,,,,,,,,
025SE,SCE Boyd Ave,33.82537,-117.53525,1073,Riverside,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0260P,SCSH_23,33.95361,-117.30582,1473,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0261P,SCSH_04,33.94701,-117.3064,1572,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0262P,SCSH_06,33.95244,-117.31183,1463,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0263P,SCSH_05,33.94365,-117.30385,1552,Riverside,PURPLEAIR,2019-10-22,2020-12-01,INACTIVE
,,,,,,,,,
0264P,scap_26,34.08586,-118.12516,463,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0265P,RIVR_Co-loc10,33.99952,-117.41594,820,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0266P,SCHS_28,33.94255,-117.30647,1575,Riverside,PURPLEAIR,2019-10-22,2020-05-12,INACTIVE
,,,,,,,,,
0267P,SCSH_10,33.9421,-117.31113,1631,Riverside,PURPLEAIR,2019-10-22,2020-10-11,INACTIVE
,,,,,,,,,
0268P,930 Post,37.78731,-122.41725,161,San Francisco,PURPLEAIR,2019-10-22,2020-06-12,INACTIVE
,,,,,,,,,
0269P,San Rafael Canal 1,37.96828,-122.5089,16,Marin,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
026PG,Parker Flats Cutoff,36.62987,-121.79182,436,Monterey,PGE,2020-08-24,2021-01-11,ACTIVE
,,,,,,,,,
026SE,SCE Agua Mansa Rd,34.05241,-117.34638,886,San Bernardino,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0270P,Edgecroft Canyon,37.90164,-122.27756,453,Alameda,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0271P,San Geronimo,38.01659,-122.67554,292,Marin,PURPLEAIR,2019-10-22,2020-12-05,INACTIVE
,,,,,,,,,
0272P,The Vistas,38.11151,-122.59468,59,Marin,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0273P,Buckeye Circle,37.99822,-122.63344,886,Marin,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0274P,United For Success Academy,37.7849,-122.21692,89,Alameda,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0275P,KVPR,36.84517,-119.66685,394,Fresno,PURPLEAIR,2019-10-22,2020-01-05,INACTIVE
,,,,,,,,,
0276P,Bayview Avenue,37.90604,-122.54498,92,Marin,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0277P,Castro Valley 37-122,37.71459,-122.0851,407,Alameda,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0278P,1300 Block Lemon,38.09035,-122.23881,7,Solano,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0279P,South Davis YS,38.54233,-121.72859,39,Yolo,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
027SE,SCE Mesa Grande Rd,34.45793,-118.30035,2533,Los Angeles,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0280P,Moosehead at Rio Del Mar,36.97407,-121.90337,43,Santa Cruz,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0281P,Coastal Peak,33.6013,-117.8082,991,Orange,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0282P,Cameron Airpark,38.67877,-120.98973,1230,El Dorado,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0283P,AQMD_NR_04,33.85964,-118.20072,62,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0284P,SCAH_27,37.78928,-122.20661,161,Alameda,PURPLEAIR,2019-10-22,2020-11-23,INACTIVE
,,,,,,,,,
0285P,SCAH_23,37.8039,-122.26595,49,Alameda,PURPLEAIR,2019-10-22,2020-02-17,INACTIVE
,,,,,,,,,
0286P,SCAH_22,37.79977,-122.25516,10,Alameda,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0287P,SCAP_46,34.06881,-118.13758,430,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0288P,2231 Charter Way San Leandro - CA 94579,37.67821,-122.15857,7,Alameda,PURPLEAIR,2019-10-22,2020-05-24,INACTIVE
,,,,,,,,,
0289P,Vallejo,38.10773,-122.25557,62,Solano,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
028PG,Road 16,38.70546,-122.08663,234,Yolo,PGE,2020-09-25,2021-01-11,ACTIVE
,,,,,,,,,
028SE,SCE Pomona Rincon Rd,33.95248,-117.67563,545,San Bernardino,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0290P,Alamo-Erselia Trail,37.86313,-122.02302,348,Contra Costa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0291P,SCAH-XX,38.01354,-122.28284,66,Contra Costa,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0292P,SCAN_14,37.97582,-122.34796,30,Contra Costa,PURPLEAIR,2019-10-22,2020-07-25,INACTIVE
,,,,,,,,,
0293P,SCAN_12,37.9759,-122.34475,102,Contra Costa,PURPLEAIR,2019-10-22,2020-02-15,INACTIVE
,,,,,,,,,
0294P,16th Street - Richmond,37.95826,-122.35413,33,Contra Costa,PURPLEAIR,2019-10-22,2020-07-15,INACTIVE
,,,,,,,,,
0295P,SCAP_50,34.07487,-118.14354,453,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0296P,SCAH_10,37.79246,-122.23422,112,Alameda,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0297P,SCAH_08,37.51806,-122.00139,16,Alameda,PURPLEAIR,2019-10-22,2020-03-28,INACTIVE
,,,,,,,,,
0298P,SCAP_49,34.04986,-118.10844,466,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0299P,SCAH_07,37.809,-122.28101,33,Alameda,PURPLEAIR,2019-10-22,2020-01-14,INACTIVE
,,,,,,,,,
029PG,Woodbine Street,38.83315,-122.1926,359,Yolo,PGE,2020-09-25,2021-01-11,ACTIVE
,,,,,,,,,
029SE,SCE Terrace Rd,34.10711,-117.33732,1178,San Bernardino,SC-EDISON,2020-09-18,2021-01-11,ACTIVE
,,,,,,,,,
0300P,SCAH_05,37.79596,-122.26675,23,Alameda,PURPLEAIR,2019-10-22,2020-12-07,INACTIVE
,,,,,,,,,
0301P,SCAH_04,37.59342,-122.0559,13,Alameda,PURPLEAIR,2019-10-22,2020-09-13,INACTIVE
,,,,,,,,,
0302P,Catalina_01,33.37427,-118.3547,62,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0303P,AQMD_NR_01,34.06811,-117.52583,997,San Bernardino,PURPLEAIR,2019-10-22,2019-11-14,INACTIVE
,,,,,,,,,
0304P,SCAH_29,37.76445,-122.24857,36,Alameda,PURPLEAIR,2019-10-22,2020-05-13,INACTIVE
,,,,,,,,,
0305P,RIVR_Co-loc12,33.99946,-117.41594,820,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0306P,RIVR_Co-loc13,33.99945,-117.41591,820,Riverside,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0307P,SCAH_28,37.79268,-122.24996,33,Alameda,PURPLEAIR,2019-10-20,2021-01-11,ACTIVE
,,,,,,,,,
0308P,SCAN_04,37.94867,-122.33681,85,Contra Costa,PURPLEAIR,2019-10-22,2019-12-11,INACTIVE
,,,,,,,,,
0309P,Spruce at 16th,36.61803,-121.91981,157,Monterey,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
030PG,North Winters,38.59342,-122.01059,233,Yolo,PGE,2020-09-29,2021-01-11,ACTIVE
,,,,,,,,,
030SE,SCE Jeannies Trail,34.3353,-117.42257,4128,San Bernardino,SC-EDISON,2020-09-19,2021-01-11,ACTIVE
,,,,,,,,,
0310P,Evergreen San Jose,37.29698,-121.76486,387,Santa Clara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0311P,La Riviera East,38.56451,-121.35865,56,Sacramento,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0312P,Adamsboro,34.3654,-118.55242,1342,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0313P,Bel Air,34.09415,-118.46208,889,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0314P,CCA Montara-Century,33.93755,-118.2198,105,Los Angeles,PURPLEAIR,2019-10-22,2020-11-24,INACTIVE
,,,,,,,,,
0315P,CCA 31st and Cedar LB,33.8134,-118.1959,33,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0316P,North Spring Street - Sausaito,37.8593,-122.49716,164,Marin,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0317P,Midtown Santa Cruz,36.981,-122.012,82,Santa Cruz,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0318P,Alto,34.41372,-119.28502,879,Ventura,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0319P,La Lengua Air Station Alpha,37.74486,-122.42098,92,San Francisco,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
031SE,SCE Terrace View Dr,34.03833,-117.33863,1043,San Bernardino,SC-EDISON,2020-09-22,2021-01-11,ACTIVE
,,,,,,,,,
0320P,3rd and California,34.02034,-118.5017,138,Los Angeles,PURPLEAIR,2019-10-22,2020-10-20,INACTIVE
,,,,,,,,,
0321P,Hope Ranch,34.41936,-119.76352,387,Santa Barbara,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0322P,Huntington Palisades,34.03815,-118.51822,246,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0323P,Tehachapi Alta Estates,35.11601,-118.45592,4098,Kern,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0324P,Max's house,34.0172,-118.48057,131,Los Angeles,PURPLEAIR,2019-10-21,2021-01-11,ACTIVE
,,,,,,,,,
0325P,CCA Mountainview and Olive,33.96757,-118.21835,151,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0326P,Alpine Hills,37.38532,-122.19962,692,San Mateo,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0327P,USCEHC Oregon + PCH,33.79165,-118.20176,26,Los Angeles,PURPLEAIR,2019-10-22,2019-12-05,INACTIVE
,,,,,,,,,
0328P,Johnstonville - Diamond Crest AIR,40.37236,-120.5933,4167,Lassen,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0329P,USCEHC Pine + 55th,33.85591,-118.19178,59,Los Angeles,PURPLEAIR,2019-10-22,2020-10-06,INACTIVE
,,,,,,,,,
032PG,Cienega Farm,36.7473,-121.39355,1220,San Benito,PGE,2020-09-06,2020-12-03,INACTIVE
,,,,,,,,,
032SE,SCE W Country Line Rd,34.00392,-117.08357,2169,San Bernardino,SC-EDISON,2020-09-22,2021-01-11,ACTIVE
,,,,,,,,,
0330P,Fresno Crossing,37.2356,-119.7794,1230,Madera,PURPLEAIR,2019-10-22,2020-06-29,INACTIVE
,,,,,,,,,
0331P,CCA Paradise Park,33.83555,-118.36483,118,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0332P,Marina District SF,37.80298,-122.44351,23,San Francisco,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0333P,Ruscello Ln,36.98005,-119.6587,659,Fresno,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0334P,Baywood Knolls,37.54829,-122.33581,253,San Mateo,PURPLEAIR,2019-10-22,2020-02-27,INACTIVE
,,,,,,,,,
0335P,Coronel Plaza,33.7847,-118.39153,1027,Los Angeles,PURPLEAIR,2019-10-22,2020-12-02,INACTIVE
,,,,,,,,,
0336P,Chateau at Fallon Crossing,37.73634,-121.86477,535,Alameda,PURPLEAIR,2019-10-22,2020-08-24,INACTIVE
,,,,,,,,,
0337P,CCA Loma Vista & Alessandro,34.09488,-118.25466,502,Los Angeles,PURPLEAIR,2019-10-22,2020-12-22,ACTIVE
,,,,,,,,,
0338P,CCA179thHAWTHORNE,33.8681,-118.35247,102,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0339P,Nagle Ave,34.15384,-118.42325,653,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
033PG,Fruitland,40.28661,-123.81329,1078,Humboldt,PGE,2020-10-16,2021-01-11,ACTIVE
,,,,,,,,,
033SE,SCE Calimesa Blvd,34.01302,-117.07461,2244,San Bernardino,SC-EDISON,2020-09-22,2021-01-11,ACTIVE
,,,,,,,,,
0340P,CCA Hawthorne & 165th,33.88095,-118.35283,75,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0341P,CCA Hillcrest & Rodeo,34.02136,-118.34329,118,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0342P,CCA Carson & Long Beach,33.8336,-118.18932,121,Los Angeles,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
0343P,CCA Wilmington & Cruces,33.79144,-118.27511,43,Los Angeles,PURPLEAIR,2019-10-22,2020-12-28,ACTIVE
,,,,,,,,,
0344P,CCA Richland and Andover,37.73608,-122.41718,187,San Francisco,PURPLEAIR,2019-10-22,2020-07-06,INACTIVE
,,,,,,,,,
0345P,CCA 0117,36.74771,-119.67749,338,Fresno,PURPLEAIR,2019-10-22,2021-01-11,ACTIVE
,,,,,,,,,
